PersonID,date,hSample,Q1,Q2,Q2r8oe,Q3,dmaDataZIP_CODEc1,dmaDataDMA_NAMEc1,dmaDataSTATE_CODEc1,dmaDataSTATE_ABVc1,dmaDataCOUNTY_CODEc1,dmaDataCOUNTY_NAMEc1,dmaDataCOUNTY_SIZEc1,dmaDataNMR_TERR_CODEc1,dmaDataDMA_RANKc1,dmaDataMETRO_INDICATORc1,region4,region9,STATE,DMA,Q4r1,Q4r2,Q4r3,Q4r4,Q4r5,Q4r5oe,Q5,Q6,Q7Ar1,Q7Ar2,Q7Ar3,Q7Ar4,Q7Ar5,Q7Ar6,Q7Ar7,Q7Ar8,Q7Ar9,Q7Ar10,Q7Ar11,Q7Ar12,Q7Ar13,Q7Ar14,Q7Ar15,Q7Ar15oe,Q7Br1,Q7Br2,Q7Br3,Q7Br4,Q7Br5,Q7Br6,Q7Br7,Q7Br8,Q7Br8oe,Q8r1,Q8r2,Q8r3,Q8r4,Q8r5,Q8r6,Q8r7,Q8r7oe,Q9,Q10r1,Q10r2,Q10r3,Q10r4,Q10r5,Q10r6,Q10r7,Q10r7oe,Q11,Q12,Q13,Q14r1,Q14r2,Q14r3,Q14r4,Q14r5,Q14r6,Q14r6oe,Q15,Q16,Q17r1,Q17r2,Q17r3,Q17r4,Q17r5,Q17r6,Q17r7,Q17r8,Q17r9,Q17r10,Q17r11,Q17r12,Q17r13,Q17r14,Q17r15,Q17r16,Q18,Q18r4oe,Q19,Q20,Q21r1,Q21r2,Q21r3,Q21r4,Q21r5,Q21r6,Q21r7,Q21r6oe,Q22r1,Q22r2,Q22r3,Q22r4,Q22r5,Q22r6,Q22r6oe,Q23r1,Q23r2,Q23r3,Q23r4,Q23r5,Q23r6,Q23r7,Q23r8,Q23r9,Q23r10,Q23r11,Q23r12,Q23r12oe,Q24r1,Q24r2,Q24r3,Q24r4,Q24r5,Q24r6,Q24r7,Q24ar1,Q24ar2,Q24ar3,Q24ar4,Q24ar5,Q24ar6,Q24ar7,Q24br1c1,Q24br1c2,Q24br1c3,Q24br1c4,Q24br1c5,Q24br1c6,Q24br1c7,Q24br2c1,Q24br2c2,Q24br2c3,Q24br2c4,Q24br2c5,Q24br2c6,Q24br2c7,Q24br3c1,Q24br3c2,Q24br3c3,Q24br3c4,Q24br3c5,Q24br3c6,Q24br3c7,Q24br4c1,Q24br4c2,Q24br4c3,Q24br4c4,Q24br4c5,Q24br4c6,Q24br4c7,Q24br5c1,Q24br5c2,Q24br5c3,Q24br5c4,Q24br5c5,Q24br5c6,Q24br5c7,Q24br6c1,Q24br6c2,Q24br6c3,Q24br6c4,Q24br6c5,Q24br6c6,Q24br6c7,Q24br7c1,Q24br7c2,Q24br7c3,Q24br7c4,Q24br7c5,Q24br7c6,Q24br7c7,Q24bOtherr1,Q24bOtherr2,Q24bOtherr3,Q24bOtherr4,Q24bOtherr5,Q24bOtherr6,Q24bOtherr7,Q25r1,Q25r2,Q25r3,Q25r4,Q25r5,Q25r6,Q25r7,Q25a,Q25b,Q25c,Q26r1,Q26r2,Q26r3,Q26r4,Q26r5,Q26r6,Q26r7,Q26r8,Q27r1,Q27r2,Q27r3,Q27r4,Q27r5,Q27r6,Q27r7,Q28r1,Q28r2,Q28r3,Q28r4,Q28r5,Q28r6,Q28r7,Q29r1,Q29r2,Q29r3,Q29r4,Q29r5,Q29r6,Q29r7,Q29r8,Q29r9,Q29r10,Q29r11,Q29r12,Q29r13,Q29r14,Q29r15,Q29ar1,Q29ar2,Q29ar3,Q30r1,Q30r2,Q31,Q32r1,Q33r1,Q33r2,Q33r3,Q33r4,Q33r5,Q33r6,Q33r6oe,vlist,qtime,vos,vosr15oe,vbrowser,vbrowserr15oe,vmobiledevice,vmobileos,start_date,vdropout,vrncurqid,source,ipAddress,decLang,list,userAgent
112,3/14/2017 3:45,RN Sample,Physician,"Primary Care (GP, FP, IM)",,46032,46032,INDIANAPOLIS,13,IN,57,HAMILTON,7,2,27,M,Midwest,ENC,Indiana,"527 Indianapolis, IN",1,1,1,1,0,,25 or more,Increased,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,1,0,0,0,,1,1,1,1,1,1,0,,Yes,,,,,,,,,Yes,3-5 years,Increased,0,0,1,0,1,0,,Sometimes,3,5,3,3,5,5,4,3,5,5,5,4,4,4,3,5,4,"By you and other medical professionals in your practice (physicians, nurses, nurse practitioners, physician assistants, etc.)",,No,,0,0,0,0,0,0,1,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,0,,Familiar,Very Familiar,Somewhat Familiar,Somewhat Familiar,Somewhat Familiar,Not Familiar,Not Familiar,5+ Patients/Month,5+ Patients/Month,5+ Patients/Month,I have not referred any Patients,1 - 2 Patients/Month,,,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,no contact,,,,4,5,4,,5,,,laser options,Yes,,1,1,0,0,0,,,0,Less than once every 3 months,Less than once every 3 months,,,,,,Somewhat valuable,Somewhat valuable,,,,,,3,Describe them very well5,4,Describe them very well5,4,4,4,4,4,4,Describe them very well5,Describe them very well5,4,Describe them very well5,2,NO,NO,YES,4,Extremely helpful5,16,10,1,1,1,0,1,0,,MMR (list=2),690.2458639,iPhone/iPad,,Safari,,Smartphone,iOS,3/14/2017 3:33,,iEnd,,107.147.13.126,,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1"
113,3/14/2017 14:41,RN Sample,Physician,Internal Medicine,,10029,10029,NEW YORK,31,NY,61,NEW YORK,6,1,1,M,Northeast,MA,New York,"501 New York, NY",1,1,1,1,0,,25 or more,Increased,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,1,0,1,0,0,0,0,,1,1,1,1,1,1,0,,Yes,,,,,,,,,Yes,More than 10 years,Remained the same,1,1,1,1,1,0,,Never,,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,By you alone,,Yes,none,1,1,1,1,1,0,0,,1,0,0,0,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,,Somewhat Familiar,Somewhat Familiar,Familiar,Somewhat Familiar,Familiar,Familiar,Somewhat Familiar,1 - 2 Patients/Month,1 - 2 Patients/Month,1 - 2 Patients/Month,1 - 2 Patients/Month,1 - 2 Patients/Month,1 - 2 Patients/Month,1 - 2 Patients/Month,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,3,3,3,3,3,3,3,,Yes,,0,0,0,0,0,1,0,0,,,,,,Once every 2-3 months,,,,,,,Somewhat valuable,,3,3,2,3,2,2,2,2,2,2,2,2,3,3,3,NO,NO,NO,2,2,14,95,0,0,1,0,0,0,,MMR (list=2),1205.972118,Windows 10,,MS Edge,,Desktop,Other/Desktop,3/14/2017 14:21,,iEnd,,108.5.177.223,,2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393"
114,3/16/2017 23:18,RN Sample,Physician,Internal Medicine,,19114,19114,PHILADELPHIA,37,PA,101,PHILADELPHIA,6,1,4,M,Northeast,MA,Pennsylvania,"504 Philadelphia, PA",1,1,1,1,0,,10-14,Increased,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,0,1,0,0,,1,1,1,0,0,0,0,,Yes,,,,,,,,,No,More than 10 years,Remained the same,1,0,1,0,0,0,,Sometimes,2,4,4,4,4,3,5,3,4,5,5,5,4,4,2,4,4,By you alone,,No,,0,0,0,0,0,0,1,,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,0,,Not Familiar,Familiar,Somewhat Familiar,Not Familiar,Not Familiar,Familiar,Very Familiar,,I have not referred any Patients,I have not referred any Patients,,,I have not referred any Patients,I have not referred any Patients,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,not familiar with this company,,,,,,,,,,,,none,Yes,,,0,0,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,7,0,1,0,0,0,0,,MMR (list=2),619.8109179,Mac OS X or older,,Chrome,,Desktop,Other/Desktop,3/16/2017 23:08,,iEnd,,173.75.252.10,,2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
115,3/16/2017 20:20,RN Sample,Physician,Internal Medicine,,10016,10016,NEW YORK,31,NY,61,NEW YORK,6,1,1,M,Northeast,MA,New York,"501 New York, NY",1,1,1,1,0,,10-14,Increased,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0,1,1,0,0,0,,1,1,1,0,1,1,0,,Yes,,,,,,,,,No,6-10 years,Decreased,1,0,1,0,0,0,,Sometimes,2,5,4,5,5,4,5,4,4,5,5,5,5,4,3,5,5,By you alone,,No,,1,1,0,1,1,0,0,,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,1,0,0,,Somewhat Familiar,Familiar,Not Familiar,Not Familiar,Not Familiar,Familiar,Not Familiar,I have not referred any Patients,I have not referred any Patients,,,,I have not referred any Patients,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Yes,,0,0,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,10,0,0,1,0,0,0,,MMR (list=2),396.2579651,iPhone/iPad,,Safari,,Smartphone,iOS,3/16/2017 20:14,,iEnd,,68.129.151.44,,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1"
116,3/16/2017 20:19,RN Sample,Physician,"Primary Care (GP, FP, IM)",,11373,11373,NEW YORK,31,NY,81,QUEENS,6,1,1,M,Northeast,MA,New York,"501 New York, NY",1,1,1,1,0,,15-19,Increased,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,1,0,,1,1,1,1,1,1,0,,Yes,,,,,,,,,Yes,More than 10 years,Increased,1,0,1,0,0,0,,Sometimes,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,By you alone,,No,,0,1,0,1,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,0,0,,Somewhat Familiar,Somewhat Familiar,Familiar,Somewhat Familiar,Somewhat Familiar,Somewhat Familiar,Familiar,I have not referred any Patients,I have not referred any Patients,I have not referred any Patients,I have not referred any Patients,I have not referred any Patients,I have not referred any Patients,I have not referred any Patients,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,came across while searching vein restoration providers,,came across while searching vein restoration providers,,came across while searching vein restoration providers,came across while searching vein restoration providers,,,,,,,,,,Yes,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,8,0,0,1,0,0,0,,MMR (list=2),447.2072437,Windows 7,,Chrome,,Desktop,Other/Desktop,3/16/2017 20:12,,iEnd,,64.251.32.242,,2,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
117,3/14/2017 9:33,RN Sample,Physician,"Primary Care (GP, FP, IM)",,11374,11374,NEW YORK,31,NY,81,QUEENS,6,1,1,M,Northeast,MA,New York,"501 New York, NY",1,1,1,1,0,,10-14,Remained the same,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,1,0,0,0,0,1,0,0,,0,0,0,1,1,0,0,,Yes,,,,,,,,,No,1-2 years,Decreased,0,0,1,0,0,0,,Sometimes,2,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,"By you and other medical professionals in your practice (physicians, nurses, nurse practitioners, physician assistants, etc.)",,Yes,also depends on insurance coverage if pt can afford,0,0,0,1,1,0,0,,1,1,0,0,1,0,,1,0,0,0,1,0,0,0,0,0,0,0,,Somewhat Familiar,Familiar,Familiar,Familiar,Somewhat Familiar,Somewhat Familiar,Familiar,3 - 4 Patients/Month,1 - 2 Patients/Month,1 - 2 Patients/Month,1 - 2 Patients/Month,3 - 4 Patients/Month,3 - 4 Patients/Month,3 - 4 Patients/Month,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,2,2,3,2,3,3,3,,Yes,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,0,0,0,0,1,0,,MMR (list=2),439.1323729,Windows 7,,Chrome,,Desktop,Other/Desktop,3/14/2017 9:26,,iEnd,,192.30.101.8,,2,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
118,3/14/2017 12:39,RN Sample,Physician,Orthopedics,,19002,19002,PHILADELPHIA,37,PA,91,MONTGOMERY,6,1,4,M,Northeast,MA,Pennsylvania,"504 Philadelphia, PA",1,1,1,1,0,,5-9,Increased,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,1,0,0,0,0,,0,1,0,0,0,1,0,,Yes,,,,,,,,,No,6-10 years,Remained the same,0,0,1,0,0,0,,Sometimes,2,3,4,4,4,3,3,2,1,4,3,4,4,2,1,1,4,By you alone,,No,,0,1,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,1,1,0,0,0,0,,Not Familiar,Somewhat Familiar,Not Familiar,Not Familiar,Not Familiar,Somewhat Familiar,Somewhat Familiar,,I have not referred any Patients,,,,I have not referred any Patients,I have not referred any Patients,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,just heard of it,,,,I know of the Cleveland clinic,I know of tufts,,,,,,,,lower Kabnick in Morristown NJ,Yes,,,0,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,1,0,1,0,0,0,,MMR (list=2),365.9074488,Mac OS X or older,,Safari,,Desktop,Other/Desktop,3/14/2017 12:33,,Q33,,173.49.206.79,,2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
119,3/14/2017 10:47,RN Sample,Physician,Internal Medicine,,10029,10029,NEW YORK,31,NY,61,NEW YORK,6,1,1,M,Northeast,MA,New York,"501 New York, NY",0,1,1,1,0,,25 or more,Remained the same,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,,1,1,0,0,1,0,0,,Yes,,,,,,,,,Yes,6-10 years,Remained the same,0,1,1,0,0,0,,Sometimes,2,5,4,5,5,4,4,5,4,5,5,5,5,5,4,5,5,By you along with your practice administrators,,No,,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,0,0,,Familiar,Somewhat Familiar,Not Familiar,Not Familiar,Not Familiar,Familiar,Familiar,1 - 2 Patients/Month,I have not referred any Patients,,,,1 - 2 Patients/Month,1 - 2 Patients/Month,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,3,,,,,4,4,none,Yes,,0,0,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,15,0,1,1,0,0,0,,MMR (list=2),697.457068,Windows 10,,MS Edge,,Desktop,Other/Desktop,3/14/2017 10:36,,iEnd,,69.116.49.35,,2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393"
120,3/16/2017 13:08,RN Sample,Physician,"Primary Care (GP, FP, IM)",,11355,11355,NEW YORK,31,NY,81,QUEENS,6,1,1,M,Northeast,MA,New York,"501 New York, NY",1,1,1,1,0,,25 or more,Increased,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,1,0,0,0,1,0,0,0,,1,1,1,1,1,1,0,,Yes,,,,,,,,,Yes,More than 10 years,Increased,1,1,1,0,0,0,,Always,2,4,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,"By you and other medical professionals in your practice (physicians, nurses, nurse practitioners, physician assistants, etc.)",,No,,1,0,0,1,1,0,0,,1,0,0,0,0,1,by my office personnel,0,0,0,0,0,0,0,0,0,1,1,0,,Not Familiar,Somewhat Familiar,Very Familiar,Not Familiar,Somewhat Familiar,Familiar,Somewhat Familiar,,I have not referred any Patients,5+ Patients/Month,,I have not referred any Patients,I have not referred any Patients,I have not referred any Patients,,,,,,,,0,0,0,0,0,0,1,1,0,0,1,1,0,0,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,personal research,,,personal research,personal research,personal research,,,4,,,,,NYU Langone,Yes,,,0,1,,0,0,0,0,,,Once every 2-3 months,,,,,,,Somewhat valuable,,,,,4,4,3,Describe them very well5,Describe them very well5,3,Describe them very well5,4,4,4,Describe them very well5,Describe them very well5,4,4,3,NO,NO,YES,4,Extremely helpful5,13,12,0,1,1,0,0,0,,MMR (list=2),1226.292659,Windows 10,,Chrome,,Desktop,Other/Desktop,3/16/2017 12:48,,iEnd,,172.56.35.106,,2,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
121,3/14/2017 8:00,RN Sample,Physician,Internal Medicine,,20814,20814,"WASHINGTON, DC (HAGRSTWN)",19,MD,31,MONTGOMERY,6,1,7,M,South,SA,Maryland,"511 Washington, DC (Hagerstown, MD)",1,1,1,1,0,,20-24,Remained the same,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,1,0,0,0,0,0,,1,1,1,0,0,0,0,,Yes,,,,,,,,,Yes,More than 10 years,Remained the same,0,0,1,1,0,0,,Sometimes,2,4,4,2,3,4,3,4,5,4,3,3,3,3,2,4,5,"By you and other medical professionals in your practice (physicians, nurses, nurse practitioners, physician assistants, etc.)",,No,,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,0,,Somewhat Familiar,Very Familiar,Familiar,Familiar,Somewhat Familiar,Not Familiar,Not Familiar,I have not referred any Patients,I have not referred any Patients,I have not referred any Patients,1 - 2 Patients/Month,1 - 2 Patients/Month,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,none,Yes,,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,0,1,0,0,0,0,,MMR (list=2),895.200669,Windows 10,,Firefox,,Desktop,Other/Desktop,3/14/2017 7:45,,iEnd,,50.90.173.130,,2,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0
122,3/16/2017 11:23,RN Sample,Physician,"Primary Care (GP, FP, IM)",,11354,11354,NEW YORK,31,NY,81,QUEENS,6,1,1,M,Northeast,MA,New York,"501 New York, NY",1,1,1,1,0,,15-19,Remained the same,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,,0,1,1,1,0,0,0,,Yes,,,,,,,,,No,6-10 years,Remained the same,1,1,1,0,0,0,,Sometimes,2,4,4,4,4,5,5,4,4,5,4,5,4,4,4,3,5,"By you and other medical professionals in your practice (physicians, nurses, nurse practitioners, physician assistants, etc.)",,No,,1,1,0,0,0,0,0,,1,0,0,0,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,,Somewhat Familiar,Somewhat Familiar,Somewhat Familiar,Somewhat Familiar,Somewhat Familiar,Somewhat Familiar,Somewhat Familiar,I have not referred any Patients,I have not referred any Patients,I have not referred any Patients,I have not referred any Patients,I have not referred any Patients,I have not referred any Patients,I have not referred any Patients,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,online ads,,online ads,online ads,,,,,,,,local vascular surgon,Yes,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,0,1,0,0,0,0,,MMR (list=2),548.6090076,Windows 10,,Chrome,,Desktop,Other/Desktop,3/16/2017 11:15,,iEnd,,104.162.162.56,,2,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
123,3/16/2017 23:05,RN Sample,Physician,"Primary Care (GP, FP, IM)",,19053,19053,PHILADELPHIA,37,PA,17,BUCKS,6,1,4,M,Northeast,MA,Pennsylvania,"504 Philadelphia, PA",1,1,1,1,0,,25 or more,Increased,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,,1,1,1,1,1,1,0,,Yes,,,,,,,,,Yes,More than 10 years,Increased,1,1,1,0,1,0,,Sometimes,3,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,By you alone,,Yes,more referrals,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,,Familiar,Familiar,Somewhat Familiar,Somewhat Familiar,Somewhat Familiar,Familiar,Not Familiar,3 - 4 Patients/Month,1 - 2 Patients/Month,3 - 4 Patients/Month,3 - 4 Patients/Month,1 - 2 Patients/Month,1 - 2 Patients/Month,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,5,4,5,4,4,4,,Aria Hospital  Holy Redeemer Hospital,Yes,,1,1,0,0,0,0,,0,Once every 2-3 months,Once every 2-3 months,,,,,,Extremely valuable,Extremely valuable,,,,,,4,Describe them very well5,Describe them very well5,Describe them very well5,Describe them very well5,4,Describe them very well5,Describe them very well5,Describe them very well5,Describe them very well5,4,Describe them very well5,Describe them very well5,Describe them very well5,Describe them very well5,YES,YES,YES,Extremely helpful5,Extremely helpful5,24,10,0,1,0,0,0,0,,MMR (list=2),393.1699409,Mac OS X or older,,Safari,,Desktop,Other/Desktop,3/16/2017 22:59,,iEnd,,98.115.115.74,,2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
124,3/14/2017 7:34,RN Sample,Physician,"Primary Care (GP, FP, IM)",,23507,23507,NORFOLK-PORTSMTH-NEWPT NWS,45,VA,234,NORFOLK CITY,7,4,42,M,South,SA,Virginia,"544 Norfolk-Portsmouth-Newport News, VA",1,1,1,1,0,,10-14,Remained the same,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,0,0,0,1,0,1,0,0,,1,1,1,0,0,1,0,,Yes,,,,,,,,,No,6-10 years,Increased,0,0,1,0,0,0,,Sometimes,2,4,3,4,5,4,4,3,3,3,4,5,4,3,3,4,4,By you alone,,No,,0,0,0,1,1,0,0,,1,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Familiar,Somewhat Familiar,,,,,,I have not referred any Patients,I have not referred any Patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,1,,,,,,Internet search,Word of mouth,,,,,,,,Sentara Heart Hospital Vascular Surgery,Yes,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,0,1,0,0,0,0,,MMR (list=2),444.7820861,iPhone/iPad,,Safari,,Smartphone,iOS,3/14/2017 7:27,,iEnd,,72.218.203.81,,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1"
125,3/16/2017 23:08,RN Sample,Physician,"Primary Care (GP, FP, IM)",,19034,19034,PHILADELPHIA,37,PA,91,MONTGOMERY,6,1,4,M,Northeast,MA,Pennsylvania,"504 Philadelphia, PA",1,1,1,1,1,diabetes,20-24,Increased,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,1,0,,1,1,1,1,0,0,0,,Yes,,,,,,,,,Yes,3-5 years,Increased,1,0,1,1,0,0,,Sometimes,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,By you alone,,Yes,more higher tech options with good success rate.,0,1,0,0,0,0,0,,1,0,0,0,0,0,,1,0,0,0,1,0,0,0,0,0,0,0,,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vein clinics, Blue Bell, PA",Yes,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,15,0,1,0,0,0,0,,MMR (list=2),711.0555556,Windows 7,,MSIE 11,,Desktop,Other/Desktop,3/16/2017 22:57,,Q32,,100.14.166.90,,2,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
126,3/17/2017 7:28,RN Sample,Physician,"Primary Care (GP, FP, IM)",,49423,49423,GRAND RAPIDS-KALMZOO-B.CRK,21,MI,5,ALLEGAN,8,2,41,,Midwest,ENC,Michigan,"563 Grand Rapids-Kalamazoo-Battle Creek, MI",1,1,1,1,0,,25 or more,Remained the same,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,1,1,0,0,0,,1,1,0,1,0,0,0,,Yes,,,,,,,,,No,More than 10 years,Remained the same,1,0,1,0,0,0,,Always,2,4,3,4,4,5,5,2,4,5,5,5,4,4,4,5,4,"By you and other medical professionals in your practice (physicians, nurses, nurse practitioners, physician assistants, etc.)",,No,,0,0,0,1,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,N/a.  Already doing a great job,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local physical therapist and general surgeons.,Yes,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,5,0,1,0,0,0,0,,MMR (list=2),758.9170823,iPhone/iPad,,Safari,,Smartphone,iOS,3/17/2017 7:15,,iEnd,,107.4.53.178,,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1"
